"","hcid_ymd","redcap_data_access_group","hcid","wk_start_date","rdtp_u5","rdtp_a5","rdt_u5ntx","rdt_a5ntx","rdt_u5tx","rdt_a5tx","nordt_u5","nordt_a5","used","stk","dia_u5","dia_a5","pneu_u5","pneu_a5","mald_u5","mald_a5","mz_rdtp_u5","mz_rdtp_a5","mz_rdt_u5ntx","mz_rdt_a5ntx","mz_rdt_u5tx","mz_rdt_a5tx","mz_dia_u5","mz_dia_a5","mz_pneu_u5","mz_pneu_a5","mz_mald_u5","mz_mald_a5","weekly_sms_health_center_data_complete","FID","Shape..","lat","long","hcid_1","Name"
"1907",10820140623,"1__choma_district",108,2014-06-23,0,0,1,1,0,0,0,0,2,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1908",10820140630,"1__choma_district",108,2014-06-30,1,0,3,3,0,0,0,0,7,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1909",10820140707,"1__choma_district",108,2014-07-07,0,0,2,3,0,0,0,0,5,89,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1910",10820140714,"1__choma_district",108,2014-07-14,0,0,2,7,0,0,0,0,9,89,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1911",10820140721,"1__choma_district",108,2014-07-21,0,0,2,3,0,0,0,0,5,88,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1912",10820140728,"1__choma_district",108,2014-07-28,1,0,6,3,0,0,0,0,10,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1913",10820140804,"1__choma_district",108,2014-08-04,0,1,3,3,0,0,0,0,7,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1914",10820140811,"1__choma_district",108,2014-08-11,0,0,4,0,0,0,0,0,4,26,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1915",10820140818,"1__choma_district",108,2014-08-18,0,0,1,2,0,0,0,0,3,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1916",10820140825,"1__choma_district",108,2014-08-25,0,0,1,1,0,0,0,0,2,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1917",10820140901,"1__choma_district",108,2014-09-01,0,1,1,2,0,0,0,0,4,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1918",10820140908,"1__choma_district",108,2014-09-08,0,0,3,4,0,0,0,0,7,63,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1919",10820140915,"1__choma_district",108,2014-09-15,0,0,3,8,0,0,0,0,11,63,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1920",10820140922,"1__choma_district",108,2014-09-22,1,0,4,4,0,0,0,0,9,62,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1921",10820140929,"1__choma_district",108,2014-09-29,0,0,1,4,0,0,0,0,5,61,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1922",10820141006,"1__choma_district",108,2014-10-06,0,1,2,8,0,0,0,0,11,61,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1923",10820141013,"1__choma_district",108,2014-10-13,0,0,7,4,0,0,0,0,11,60,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1924",10820141020,"1__choma_district",108,2014-10-20,1,0,7,12,0,0,0,0,20,12,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1925",10820141027,"1__choma_district",108,2014-10-27,0,0,5,7,0,0,0,0,12,49,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1926",10820141103,"1__choma_district",108,2014-11-03,1,0,9,10,0,0,0,0,20,52,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1927",10820141110,"1__choma_district",108,2014-11-10,0,0,2,1,0,0,0,0,3,52,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1928",10820141117,"1__choma_district",108,2014-11-17,0,1,4,1,0,0,0,0,6,55,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1929",10820141124,"1__choma_district",108,2014-11-24,0,0,9,4,0,0,0,0,13,55,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1930",10820141201,"1__choma_district",108,2014-12-01,0,0,0,0,0,0,0,0,0,55,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1931",10820141208,"1__choma_district",108,2014-12-08,0,3,2,2,0,0,0,0,7,55,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1932",10820141215,"1__choma_district",108,2014-12-15,0,2,5,3,0,0,0,0,10,53,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1933",10820141222,"1__choma_district",108,2014-12-22,0,0,4,5,0,0,0,0,9,52,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1934",10820141229,"1__choma_district",108,2014-12-29,0,0,4,1,0,0,0,0,5,52,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1935",10820150105,"1__choma_district",108,2015-01-05,1,0,4,4,0,0,0,0,9,47,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1936",10820150112,"1__choma_district",108,2015-01-12,0,1,3,6,0,0,0,0,10,44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1937",10820150119,"1__choma_district",108,2015-01-19,0,0,3,3,0,0,0,0,6,44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1938",10820150126,"1__choma_district",108,2015-01-26,0,0,3,4,0,0,0,0,7,44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1939",10820150202,"1__choma_district",108,2015-02-02,0,0,1,3,0,0,0,0,4,25,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1940",10820150209,"1__choma_district",108,2015-02-09,0,0,1,3,0,0,0,0,4,44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1941",10820150216,"1__choma_district",108,2015-02-16,1,0,13,12,0,0,0,0,26,38,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1942",10820150223,"1__choma_district",108,2015-02-23,0,1,17,12,0,0,0,0,29,36,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1943",10820150302,"1__choma_district",108,2015-03-02,0,1,10,6,0,0,0,0,17,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1944",10820150309,"1__choma_district",108,2015-03-09,0,0,10,4,0,0,0,0,14,31,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1945",10820150316,"1__choma_district",108,2015-03-16,0,2,13,6,0,0,0,0,21,29,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1946",10820150323,"1__choma_district",108,2015-03-23,0,0,7,9,0,0,0,0,16,28,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1947",10820150330,"1__choma_district",108,2015-03-30,0,2,3,6,0,0,0,0,11,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1948",10820150406,"1__choma_district",108,2015-04-06,0,0,3,7,0,0,0,0,10,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1949",10820150413,"1__choma_district",108,2015-04-13,0,1,6,5,0,0,0,0,12,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1950",10820150420,"1__choma_district",108,2015-04-20,0,1,4,3,0,0,0,0,8,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1951",10820150427,"1__choma_district",108,2015-04-27,0,0,4,4,0,0,0,0,8,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1952",10820150504,"1__choma_district",108,2015-05-04,0,1,2,2,0,0,0,0,5,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1953",10820150511,"1__choma_district",108,2015-05-11,0,1,1,5,0,0,0,0,7,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1954",10820150518,"1__choma_district",108,2015-05-18,0,1,2,5,0,0,0,0,8,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1955",10820150525,"1__choma_district",108,2015-05-25,0,0,1,3,0,0,0,0,4,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1956",10820150601,"1__choma_district",108,2015-06-01,0,0,2,8,0,0,0,0,10,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1957",10820150608,"1__choma_district",108,2015-06-08,0,0,5,2,0,0,0,0,7,16,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1958",10820150615,"1__choma_district",108,2015-06-15,0,1,2,3,0,0,0,0,6,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1959",10820150622,"1__choma_district",108,2015-06-22,0,1,2,3,0,0,0,0,6,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1960",10820150629,"1__choma_district",108,2015-06-29,0,0,12,13,0,0,0,0,25,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1961",10820150706,"1__choma_district",108,2015-07-06,1,1,7,6,0,0,0,0,15,11,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1962",10820150713,"1__choma_district",108,2015-07-13,0,0,8,15,0,0,0,0,23,9,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1963",10820150720,"1__choma_district",108,2015-07-20,0,0,8,10,0,0,0,0,18,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1964",10820150727,"1__choma_district",108,2015-07-27,1,0,1,1,0,0,0,0,3,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1965",10820150803,"1__choma_district",108,2015-08-03,0,0,5,4,0,0,0,0,9,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1966",10820150810,"1__choma_district",108,2015-08-10,0,0,4,1,0,0,0,0,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1967",10820150817,"1__choma_district",108,2015-08-17,0,0,3,4,0,0,0,0,7,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1968",10820150824,"1__choma_district",108,2015-08-24,0,0,4,4,0,0,0,0,8,4,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1969",10820150831,"1__choma_district",108,2015-08-31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1970",10820150907,"1__choma_district",108,2015-09-07,0,0,4,1,0,0,0,0,5,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1971",10820150914,"1__choma_district",108,2015-09-14,0,0,3,4,0,0,0,0,7,4,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1972",10820150921,"1__choma_district",108,2015-09-21,0,0,3,3,0,0,0,0,6,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1973",10820150928,"1__choma_district",108,2015-09-28,0,0,4,1,0,0,0,0,5,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1974",10820151005,"1__choma_district",108,2015-10-05,0,0,6,2,0,0,0,0,8,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1975",10820151012,"1__choma_district",108,2015-10-12,0,0,1,8,0,0,0,0,9,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1976",10820151019,"1__choma_district",108,2015-10-19,0,0,2,1,0,0,0,0,3,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1977",10820151026,"1__choma_district",108,2015-10-26,0,0,3,2,0,0,0,0,5,8,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1978",10820151102,"1__choma_district",108,2015-11-02,0,0,3,2,0,0,0,0,5,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1979",10820151109,"1__choma_district",108,2015-11-09,0,0,8,2,0,0,0,0,10,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1980",10820151116,"1__choma_district",108,2015-11-16,0,0,3,1,0,0,0,0,4,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1981",10820151123,"1__choma_district",108,2015-11-23,0,0,0,6,0,0,0,0,6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1982",10820151130,"1__choma_district",108,2015-11-30,0,0,3,2,0,0,0,0,5,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1983",10820151207,"1__choma_district",108,2015-12-07,0,0,2,2,0,0,0,0,4,6,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1984",10820151214,"1__choma_district",108,2015-12-14,0,0,2,1,0,0,0,0,3,6,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1985",10820151228,"1__choma_district",108,2015-12-28,1,2,1,2,0,0,0,0,6,4,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1986",10820160104,"1__choma_district",108,2016-01-04,0,0,2,1,0,0,0,0,3,4,10,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1987",10820160111,"1__choma_district",108,2016-01-11,0,0,0,2,0,0,0,0,2,2,6,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1988",10820160118,"1__choma_district",108,2016-01-18,0,0,1,0,0,0,0,0,1,2,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1989",10820160125,"1__choma_district",108,2016-01-25,0,1,8,8,0,0,0,0,17,1,9,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1990",10820160201,"1__choma_district",108,2016-02-01,0,3,5,4,0,0,0,0,12,1,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1991",10820160208,"1__choma_district",108,2016-02-08,0,0,5,3,0,0,0,0,8,2,10,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1992",10820160215,"1__choma_district",108,2016-02-15,0,0,1,2,0,0,0,0,3,2,11,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1993",10820160222,"1__choma_district",108,2016-02-22,0,0,7,8,0,0,0,0,15,22,3,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1994",10820160229,"1__choma_district",108,2016-02-29,0,3,1,8,0,0,0,0,12,21,12,7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1995",10820160307,"1__choma_district",108,2016-03-07,2,2,2,8,0,0,0,0,14,19,17,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1996",10820160314,"1__choma_district",108,2016-03-14,2,4,3,9,0,0,0,0,18,14,9,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1997",10820160321,"1__choma_district",108,2016-03-21,0,3,14,8,0,0,0,0,25,9,14,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1998",10820160328,"1__choma_district",108,2016-03-28,0,0,3,5,0,0,0,0,8,8,14,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"1999",10820160404,"1__choma_district",108,2016-04-04,0,0,8,6,0,0,0,0,14,6,23,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2000",10820160411,"1__choma_district",108,2016-04-11,0,4,12,5,0,0,0,0,21,4,13,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2001",10820160418,"1__choma_district",108,2016-04-18,2,9,8,8,0,0,0,0,27,4,16,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2002",10820160425,"1__choma_district",108,2016-04-25,1,0,4,5,0,0,0,0,10,16,8,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2003",10820160502,"1__choma_district",108,2016-05-02,5,6,3,6,0,0,0,0,20,13,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2004",10820160509,"1__choma_district",108,2016-05-09,3,9,4,11,0,0,0,0,27,22,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2005",10820160516,"1__choma_district",108,2016-05-16,2,11,4,5,0,0,0,0,22,20,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2006",10820160523,"1__choma_district",108,2016-05-23,0,4,4,18,0,0,0,0,26,19,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2007",10820160530,"1__choma_district",108,2016-05-30,0,1,3,4,0,0,0,0,8,17,5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2008",10820160606,"1__choma_district",108,2016-06-06,0,0,0,3,0,0,0,0,3,16,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2009",10820160613,"1__choma_district",108,2016-06-13,0,0,2,4,0,0,0,0,6,17,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2010",10820160620,"1__choma_district",108,2016-06-20,0,0,1,2,0,0,0,0,3,17,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2011",10820160627,"1__choma_district",108,2016-06-27,0,0,1,4,0,0,0,0,5,14,4,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2012",10820160704,"1__choma_district",108,2016-07-04,0,0,2,2,0,0,0,0,4,14,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2013",10820160711,"1__choma_district",108,2016-07-11,0,0,5,14,0,0,0,0,19,19,7,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2014",10820160718,"1__choma_district",108,2016-07-18,0,0,7,14,0,0,0,0,21,17,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
"2015",10820160725,"1__choma_district",108,2016-07-25,0,0,1,8,0,0,0,0,9,24,8,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,"Point",-16.357318,27.038334,108,"Mangunza"
